Title,cleaned_text,Bias
Netanyahu Calls Antisemitism a Global Disease as U.S. Battles Houthi Missile Threats,isra prime minist benjamin netanyahu thursday call antisemit global diseas affect world includ us campus congress work combat us also target iranianback houthi yemen continu launch missil israel isra ran cover thursday afternoon two missil fire yemen middl day target jerusalem central israel interceptor shot us continu urg israel strike back houthi instead allow american forc respond two week us,Right
Germany warns citizens traveling to U.S. after 3 nationals detained,govern germani wednesday updat travel guidanc peopl travel unit state three citizen detain attempt enter land free germani foreign offic warn german citizen strict immigr polici us presid donald trump may land travel detent face possibl deport,Center
Punitive or a gift? How five big economies see new Trump tariffs,new trade tariff unveil us presid donald trump wednesday expect major global impact condemn european union key us alli trump latest import tax may get differ respons china whose leader could see gift bbc report five major economi look nuanc announc receiv,Center
"OnlyFans founder, crypto foundation submit late-stage bid to buy TikTok",startup run tim stoke founder adult content social media site onlyfan partner cryptocurr foundat submit latestag plan acquir short video app tiktok chines owner byted two said wednesday intent bid sent week white hous zoop billionair stoke new compani hbar foundat manag hedera cryptocurr network treasuri,Center
Judge blocks administration from deporting noncitizens to 3rd countries without due process,feder judg friday block trump administr deport noncitizen countri place origin without due process us district judg brian murphi issu injunct bar trump administr deport noncitizen countri explicitli mention order remov without first allow rais concern safeti,Lean Left
Trump's tariff 'medicine' engulfs markets as U.S. stocks brace for more turmoil,presid donald trump sweep tariff plan hammer global financi market us stock brace turmoil monday warn foreign govern would pay lot money lift levi call medicin asian equiti market sank european share crash monthlow oil price plummet investor fear duti trump announc last week could lead higher price weaker demand potenti global recess,Center
"Zachary Young, Who Won $5 Million in CNN Defamation Case, Sues Associated Press",au navi veteran award million defam case cnn file lawsuit associ press friday florida juri rule favor zachari young januari veteran su network segment air lead jake tapper stori center around alleg profit aftermath us withdraw afghanistan specif focus organ charg high price evacu,Center
"Health insurance CEO admits to hiring private investigators to dig up dirt on patients, doctors and politicians",ceo texa health insur compani fire admit doge panel state lawmak hire privat investig spi custom obtain sensit detail live mark sander dismiss duti chief execut austinbas superior healthplan testifi texa hous deliveri govern effici committe hear medicaid procur last week,Lean Left
Dollar Tree to Sell Family Dollar Business for $1 Billion,dollar tree agre sale famili dollar busi consortium privateequ investor roughli billion bid unlock valu continu turnaround plan fresh leadership detail discountretail chain set acquir brigad capit manag macellum capit manag compani announc wednesday confirm earlier report wall street journal,Center
"Vance issues ultimatum to Russia, Ukraine on peace negotiations",vice presid jd vanc told report india us offer russia ukrain explicit propos end war ongo three year make deal risk us walk away weve issu explicit propos russian ukrainian time either say ye us walk away process weve engag extraordinari amount diplomaci ontheground work vanc told report,Right
Fact Check Team: Millions of Americans exposed to toxic 'forever chemicals' in water,million american consum drink water contamin toxic forev chemic exceed feder safeti limit accord recent report report analyz first environment protect agenc epa updat sinc presid donald trump return offic forev chemic per polyfluoroalkyl substanc pfa chemic break easili link cancer health risk substanc found everyday item nonstick cookwar food packag firefight foam waterresist cloth product degrad,Right
Climate Myths,guess unit nation secretarygener antonio guterr didnt think hype global warm risk brought enough attent say era global boil arriv global boil give break ye climat warm deal annoy politician activist media push hyster myth,Lean Right
Trump's Legal Losses This Week as Transgender Military Ban Blocked,presid donald trump suffer seri legal loss week feder judg block execut order matter issu week affect everyth ban tran member militari retent govern record fire thousand feder worker,Center
"In latest media crackdown, White House limits newswire access to Trump",wire servic includ reuter bloomberg news longer hold perman slot small pool report cover presid donald trump white hous said tuesday move exert greater control get ask question report statement real time decis come trump administr last week lost court challeng brought anoth wire servic associ press earlier exclus press pool pool typic consist around outlet follow,Center
In Defense of Allies,alli need also benefit nation secur countri discomfit trump far probabl canada denmark ukrain exactli axi evil axi anyth except countri either depend unit state otherwis easili push around tone first coupl month trump administr overwhelmingli one disregard best contempt hostil worst longtim alli,Right
Americans Want Retirement Redefined,anew survey found percent american believ trump administr congress priorit legisl help peopl plan save secur retir blackrock studi survey regist voter januari januari found percent believ unit state retir system give work american necessari tool resourc save secur later life percent confid enough money see postwork year percent worri run,Center
"China launches military drills around Taiwan, calls Taiwan president a 'parasite'",china stage militari drill taiwan north south east coast tuesday stern warn separat call taiwanes presid lai chingt parasit taiwan sent warship respond china navi approach shore exercis china formal name unlik war game last year follow rise chines rhetor lai come heel us defens secretari pete hegseth asia visit repeatedli criticis beij,Center
Arson suspect 'harbored hatred' against Shapiro. This political violence must end.,less year ago juli pennsylvania gov josh shapiro found posit politician ever want face address attempt assassin thenpresidenti candid donald trump taken place ralli state shapiro also spoke murder corey comperator pennsylvania husband father attend campaign event shapiro democrat handl horrif situat grace heartfelt emot spoke deepen polit rift countri,Lean Left
Judges to announce ruling on definition of a woman,uk suprem court deliv verdict woman defin law announc mark culmin longrun legal battl scottish govern women group outcom could farreach implic sexbas right appli across scotland england wale,Center
GA Woman Who Dumped Fetus After Miscarriage Arrested: Police,georgia woman face charg author said suffer miscarriag place dead fetu bag put dumpster tifton polic respond tifton eldorado road apart complex around thursday receiv call unconsci femal bleed,Center
The Left Knew They Were Lying to Us All Along,year left advanc utter untruth cheap partisan purpos knew time fals caught shrug say lie along known first covid case origin near chines communist virolog lab engin gaininfunct deadli virus help western agenc left went full persecut mode damn incompet racist conspiratori dare follow logic evid point,Lean Right
Trump-backed bill to stop 'rogue' judges passes House,hous repres pass bill wednesday limit feder district judg abil affect trump administr polici nation scale rogu rule act led rep darrel issa rcalif pass hous limit district court power issu uswid injunct instead forc focu scope parti directli affect case one republican lawmak vot,Right
Living Hell?,climat chang make earth live hell claim popular astrophysicist neil degrass tyson dont believ media say arctic ice soon melt away polar bear die global warm caus food shortag bunk bunk bunk addict scare us new video cover four myth climat chang,Lean Right
What deportation ruling means for Donald Trump's immigration plans,base fact either observ verifi firsthand report report verifi knowledg sourc feder appeal court panel deni presid donald trump request restrain order overturn wednesday stop administr deport suspect venezuelan gang member without court hear appeal court rule doesnt complet stop trump abil deport peopl cant use alien enemi act aea justif regard plaintiff list case restrain order also place,Center
How Obama and Biden Paved the Way for Trump's Attacks on Universities,presid donald trump lay sieg columbia univers cancel million feder grant elit school exchang fund restor columbia administr agre capitul list demand relat campu antiisrael demonstr univers ban protest conceal ident face mask creat new disciplinari bureaucraci punish purportedli disrupt student even polic middl eastern studi depart alleg antisemit inher wrong feder govern refrain fund extrem wealthi privat institut,Center
Exclusive: US admiral at NATO fired in expanding national security purge,us navi vice admir shoshana chatfield hold senior posit nato fire part appear expand nation secur purg top offici trump administr three sourc told reuter monday inform immedi confirm pentagon howev sourc told reuter alli notifi chatfield remov job,Center
Trump's Actions Contradict His Avowed Commitment to First Amendment Rights,first day second term presid donald trump sign execut order aim restor freedom speech judg administr polici action privat litig trump commit principl highli select best last week secretari state marco rubio announc take crucial step toward keep presid promis liber american speech end depart misbegotten crusad onlin disinform welcom develop sinc amorph mission becom excus suppress constitut protect speech,Center
U.S. to allow logging in national forest to spur timber production amid trade war,us depart agricultur friday announc allow log nation forest help spur timber product amid reciproc tariff nation memo usda secretari brook rollin follow execut order presid donald trump last month expand timber product,Center
Stop Litigation-Industrial Complex Anti-MAGA War,monday trump administr struck back legalindustri complex war maga presid donald trump justic depart file emerg request ask suprem court take stand epidem nation injunct leftist district court judg use halt trump agenda trump lawyer said monday suprem court stop power grab,Right
Biden returns to podium for first time to slam Trump's Social Security plans: 'Wreck it so they could rob it',former presid joe biden took shot trump administr social secur polici first major speech sinc leav white hous tuesday even serious peopl genuin concern first time histori first time histori social secur benefit may delay interrupt biden said advoc counselor repres disabl acrd confer chicago tuesday even,Right
"US and Russia talk about Ukraine war, eye a Black Sea ceasefire",us russian offici began talk saudi arabia monday aim make progress toward broad ceasefir ukrain washington eye separ black sea maritim ceasefir deal secur wider agreement talk follow us negoti ukrain saudi arabia sunday come us presid donald trump intensifi drive end threeyearold conflict last week spoke ukrainian presid volodymyr zelenskiy russian presid vladimir putin,Center
"Chuck Schumer holds firm, rejecting calls to quit as top Senate Democrat",look im step schumer told nbc meet press schumer said spend bill certainli bad anticip support would stir controversi option let govern shut would time wors schumer said shutdown execut branch sole power determin govern function employe essenti scenario schumer argu trump costcut advis elon musk budget chief russ vought could,Center
"Republicans defend, Democrats decry changes at the U.S. Postal Service",presid donald trump stand depart govern effici leader elon musk spite critic democrat illinoi around countri union leader led ralli sunday protest potenti chang us postal servic trump suggest move privat agenc merg depart commerc us senat dick durbin dillinoi post video x downtown chicago ralli sunday durbin said oppos musk other want privat usp,Lean Right
Trump looms over Canada's election as campaign begins,canada newli appoint prime minist mark carney call snap elect send countri poll april elect come canada face trade war us call presid donald trump becom st american state issu expect top mind voter also come nine day carney liber sworn canada prime minist follow justin trudeau resign,Center
Pope Francis Obituary: Humble Reformer Who Clashed with Conservatives,pope franci first pope america die age vatican announc battl health problem throughout life braveri good humor life took impoverish childhood bueno air leader cathol church billion believ th pope support principl reform strove modern church make relev fastchang world also seen mani herald,Center
A Massive Explosion and Fire Strikes Iranian Port and Injures at Least 516 People,massiv explos fire rock port saturday southern iran injur least peopl state televis report blast happen shahid rajaei port outsid bandar abba major facil contain shipment islam republ handl million ton million metric ton good year social media video show black billow smoke blast other show glass blown build kilomet mile away epicent explos author offer caus explos,Right
EU Commission urges stockpiling of emergency supplies,european commiss said wednesday europ enhanc stockpil critic equip encourag public maintain suffici suppli least hour case emerg commiss said new eu prepared union strategi bloc prepar risk natur disast cyberattack geopolit crise includ possibl arm aggress eu countri,Center
Durbin’s final gift to Democrats: A graceful exit,upon news retir wednesday dick durbin wide hail fellow democrat long servic home state illinoi year senat leadership work champion immigr caus cadr younger democrat praiseworthi durbin decid retir,Lean Left
ICE deports former Mexico governor serving federal prison sentence in Illinois,former governor presidenti candid mexico serv feder prison sentenc us money launder deport us immigr custom enforc ice week toma jesu yarrington ruvalcaba remov ice wednesday turn mexican author want agenc announc friday,Right
"U.S., European, Ukrainian delegates meet to discuss end to war with Russia",offici ukrain meet american repres pari thursday discuss war russia less day latest russian attack ukrain ukrain presidenti chief staff andriy yermak said social media post work pari ukrain minist foreign affair andrii sybiha minist defens rustem umerov,Center
White House exploring legality of sending U.S. citizens to foreign prisons,white hous look legal send us citizen prison el salvador press secretari karolin leavitt said brief tuesday big pictur presid trump recent threaten send american notori el salvador prison sever deport venezuelan alleg member ms gang one erron deport maryland man held,Lean Left
Trump Wants Sanctions on Law Firms for 'Frivolous' Suits,presid donald trump issu memo author attorney gener secretari homeland secur seek sanction legal firm file lawsuit administr deem frivol spark ire civil right group lawyer law firm engag action violat law unit state rule govern attorney conduct must effici effect held account trump wrote memo releas saturday,Right
23andMe bankruptcy underscores health privacy gaps,demis andm illustr vulner state american health data med tech compani vacuum person inform littl regulatori oversight matter fit tracker well app genet test directtoconsum tool captur person health inform arent subject feder health data privaci law could open door fraud discrimin,Lean Left
"Marco Rubio on Iran, Deportations, and the State Department Shake-Up",tuesday major scoop state depart launch biggest shakeup decad effort spearhead secretari state marco rubio reorgan done help elon musk doge look elimin agenc offic dedic effort like advanc democraci combat extrem also lead state depart elimin hundr posit intend career offici addit top offici ask reduc offic addit percent,Lean Right
‘They are trying to make it unbearable’: Jerusalem Christians face Easter under Israeli crackdown,bell rang across courtyard church holi sepulchr priest began sing deep low prayer head bow candl escort peopl bear aloft larg gold cross made way platform heart ancient squar,Left
